name,X_model,Y_model,Inc_model,PA_model,Vsys_model,RA_model,DEC_model,Vdisp_model,RHI_flag,RHI_AS,VHI,Rad,Vrot_model,Rad_SD,SD_model
WALLABY_J103538-484832_BS_125,21.762733,19.518112,82.226624,248.387207,5736.539551,158.9095081,-48.8090274,10.0,True,51.07818181818182,105.83181818181816,"7.49, 22.48, 37.46, 52.44, 67.43","102.05, 113.27, 128.45, 103.57, 122.35","7.49, 22.48, 37.46, 52.44, 67.43","6.3, 3.7, 2.6, 0.84, 0.59"
WALLABY_J103538-484832_BS_126,21.768559,19.455055,80.067406,243.424072,5737.802734,158.9094878,-48.8091321,10.0,True,51.766741573033705,130.47820224719104,"7.49, 22.48, 37.46, 52.44, 67.43","53.79, 106.09, 123.64, 130.8, 160.99","7.49, 22.48, 37.46, 52.44, 67.43","2.8, 3.1, 4.4, 0.84, 0.011"
WALLABY_J103538-484832_BS_127,21.741245,19.493662,77.629707,244.125366,5738.193848,158.9095603,-48.8090694,10.0,True,50.2176923076923,134.58873626373628,"7.49, 22.48, 37.46, 52.44, 67.43","40.95, 110.11, 126.2, 136.05, 130.26","7.49, 22.48, 37.46, 52.44, 67.43","4.2, 4.2, 4.1, 0.46, 0.0065"
WALLABY_J103538-484832_BS_128,21.826414,19.130871,79.149025,241.205597,5739.361328,158.9093132,-48.8096688,10.0,True,49.163125,152.3515625,"7.49, 22.48, 37.46, 52.44, 67.43","31.42, 122.79, 118.0, 161.97, 95.3","7.49, 22.48, 37.46, 52.44, 67.43","3.4, 4.8, 3.0, 0.44, 0.54"
WALLABY_J103538-484832_BS_129,22.122362,19.237606,68.43483,238.284027,5741.28418,158.9085736,-48.809474,10.0,True,49.53808190112455,137.99646721833227,"7.49, 22.48, 37.46, 52.44, 67.43","29.53, 111.38, 128.95, 140.17, 130.03","7.49, 22.48, 37.46, 52.44, 67.43","3.6, 4.8, 4.8, 0.087, 0.064"
WALLABY_J103538-484832_BS_130,21.768641,19.356787,72.373772,244.295654,5737.132812,158.9094791,-48.8092958,10.0,True,53.87444976076555,115.27425837320574,"7.49, 22.48, 37.46, 52.44, 67.43","20.35, 110.33, 131.82, 113.88, 128.45","7.49, 22.48, 37.46, 52.44, 67.43","1.0, 4.4, 3.7, 1.1, 0.055"
WALLABY_J103538-484832_BS_131,22.241344,19.187252,78.513527,250.856232,5742.893555,158.9082681,-48.809551,10.0,True,48.790091842247435,109.26867098865478,"7.49, 22.48, 37.46, 52.44, 67.43","44.48, 106.26, 125.81, 103.94, 159.31","7.49, 22.48, 37.46, 52.44, 67.43","1.9, 4.3, 3.8, 0.098, 0.14"
WALLABY_J103538-484832_BS_132,21.742113,19.380207,80.064743,248.088715,5733.146973,158.9095482,-48.8092583,10.0,True,50.78576687116564,88.62601226993866,"7.49, 22.48, 37.46, 52.44, 67.43","48.95, 115.27, 121.38, 84.56, 110.14","7.49, 22.48, 37.46, 52.44, 67.43","2.5, 4.4, 3.9, 0.64, 0.023"
WALLABY_J103538-484832_BS_133,21.999601,19.504078,86.260979,240.694641,5738.996094,158.9089075,-48.8090372,10.0,True,49.126666666666665,106.5798753894081,"7.49, 22.48, 37.46, 52.44, 67.43","12.6, 108.05, 120.84, 102.53, 144.7","7.49, 22.48, 37.46, 52.44, 67.43","1.0, 5.1, 3.5, 0.29, 0.059"
WALLABY_J103538-484832_BS_134,21.838041,19.434101,78.644852,248.143463,5736.583008,158.9093102,-48.809163,10.0,True,49.430319634703196,106.01036529680366,"7.49, 22.48, 37.46, 52.44, 67.43","13.47, 107.59, 125.58, 101.09, 99.89","7.49, 22.48, 37.46, 52.44, 67.43","1.0, 4.9, 4.5, 0.12, 0.023"
WALLABY_J103538-484832_BS_135,21.803593,19.26869,74.288658,244.902649,5737.638672,158.9093829,-48.8094405,10.0,True,48.20913892078071,107.07282433983926,"7.49, 22.48, 37.46, 52.44, 67.43","20.29, 114.29, 125.83, 99.69, 140.7","7.49, 22.48, 37.46, 52.44, 67.43","2.6, 4.5, 3.5, 0.016, 0.26"
WALLABY_J103538-484832_BS_136,21.992245,19.279671,79.089134,245.123932,5739.81543,158.9089065,-48.8094114,10.0,True,49.272186379928314,120.23530465949821,"7.49, 22.48, 37.46, 52.44, 67.43","55.34, 106.39, 125.55, 118.81, 121.34","7.49, 22.48, 37.46, 52.44, 67.43","1.1, 4.6, 3.2, 0.41, 0.098"
WALLABY_J103538-484832_BS_137,21.77347,19.379858,75.569283,243.910431,5737.415527,158.9094689,-48.8092571,10.0,True,51.31814977973568,100.63321585903084,"7.49, 22.48, 37.46, 52.44, 67.43","28.2, 114.49, 126.12, 98.57, 125.32","7.49, 22.48, 37.46, 52.44, 67.43","1.3, 5.2, 3.1, 0.83, 0.079"
